tract,ra,dec
10345,222.39432917678243,4.49011542750535
10346,223.85676031273908,4.5399555219290155
10347,225.33337419326642,4.479756724628176
10348,226.59397848007353,4.468426586531886
10418,330.95322677500417,4.470256969421669
10419,332.3404612711495,4.484024774707451
10420,333.8797472113321,4.464621426418684
10421,335.3688285656909,4.510258481003022
10422,336.94136419562585,4.472185603067297
10423,338.3669660161276,4.511070804648499
10424,339.83548932281394,4.538526235270094
10425,341.2376364195971,4.510596123051271
10426,342.82627860318945,4.516775611586726
10427,344.3439455710321,4.506890931764263
10428,345.81007994392525,4.505485142590023
10429,347.14798821094917,4.484869396861408
10430,348.7682637136786,4.538346585292734
10431,350.2461209254751,4.508716161771
10432,351.75966607820567,4.498105237567469
10433,353.2992143164195,4.4785508902228255
10434,354.5870858362295,4.474679100040732
10435,356.24167536642085,4.494464620007916
10436,357.55258524697365,4.47036948947051
10437,359.11983096030474,4.47126402942637
10438,0.7113484805868523,5.959107044115418
10439,2.188456900137478,6.0281505051365105
10440,3.726520264806144,5.957832668937063
10441,5.139389290600793,5.95886301365653
10442,6.384768835575218,6.023951795244783
10443,8.20962736374884,5.978728212645033
10444,9.657415246140982,6.033007970769038
10445,11.154555421653532,6.016217170131309
10446,12.585128038226657,6.032986639493694
10447,14.135583408068806,6.002285269840038
10448,15.107173591090675,5.989814635895366
10449,16.98624449235649,5.976765647432197
10450,18.60549572747868,5.951035900270646
10451,20.098649692779468,5.982986795857565
10452,21.51561837882364,5.962637164747538
10453,22.97767561727731,5.99917255701938
10454,24.547135921115018,5.970861912057223
10455,25.54959274616094,5.963892390397565
10458,30.38754016248577,6.02729107751932
10459,31.514668431857288,5.977817154183725
10460,33.487625591325475,6.036842120330082
10461,34.933319253316114,5.973769043534848
10462,36.521477105753654,5.98294535826438
10463,37.38316919594747,6.023063988660446
10464,39.25207343496254,5.97744892591571
10659,330.86653471045605,5.9580285247593805
10660,332.3182062530927,5.952436046231072
10661,333.7882263518293,6.008354256896844
10662,335.3153297152789,5.97374156639444
10663,336.7846686695094,6.038919762499534
10664,338.32026464984125,6.0203910077104466
10665,339.79489576248494,6.002633542054529
10666,341.2444124344819,6.0167149224045255
10667,342.8053710058214,6.032567271116368
10668,344.07722216063826,5.963143928005255
10669,345.78323545258564,6.008883993377543
10670,347.0899074783196,6.001293083219278
10671,348.7505649400406,6.027229507080647
10672,350.2136735355894,6.015549343012341
10673,351.58831157294486,6.020561158714661
10674,353.0540708377527,6.039849287170824
10675,354.65667193500536,5.98702219545401
10676,356.1838109709268,5.994089372161646
10677,357.66839543312466,5.979223123573842
10678,359.08489192437713,5.9519265090034335
10899,330.6602682581623,7.457889591452764
10900,331.99755924845834,7.471209035870582
10901,333.7110450642488,7.4609609088822015
10902,335.181482943407,7.4803758430836345
10903,336.67947957755626,7.4526715111233175
10904,337.84579025827173,7.458351505431028
15808,199.66554545463674,41.829246857549506
15809,201.7507237278599,41.79568066390842
15810,203.75898989770022,41.829188778305834
15811,205.61432211041028,41.91427154021743
15812,207.21982715499414,41.84636079129222
15813,208.97309789745435,41.92113121052343
15814,211.76377351242976,41.915461425297195
15815,213.8107183059896,41.822294274501715
15816,215.7299022353566,41.83367073125794
15817,217.49535702402764,41.80212863865087
15818,219.75067205375692,41.85221363099328
15819,221.54959035887072,41.862737298359754
15820,223.55651467818808,41.87565480691506
15821,225.23497086443183,41.84838810488563
15822,227.17298593288982,41.85042446323635
15823,229.1077093978394,41.92630394185566
15824,231.65510111426596,41.88095578504286
15825,233.62728968216365,41.849347232423945
15826,235.66956045850543,41.91653539066543
15827,237.61728660549883,41.91413531930098
15828,239.6581368280997,41.859427796674055
15829,241.11564455690362,41.88316581138796
15830,243.62125574490108,41.886751479937445
15831,245.54716059613233,41.875647191242386
15832,247.54832047364732,41.789449681451345
15833,249.59966860226288,41.811476991423255
15834,250.24324654188365,41.90983898886124
15987,200.31057754575892,43.152459045187555
15988,202.34451025745912,43.18454443437152
15989,203.37504416165973,43.197342867963734
15990,205.87635621726292,43.163561239582464
15991,208.12835732080922,43.1420349419491
15992,210.21406911726805,43.19469597449737
15993,212.4814818418126,43.19837032696589
15994,214.28608547623352,43.16380370679989
15995,216.60566639517808,43.14588485607548
15996,218.39077336918547,43.158553496136044
15997,220.48405415808043,43.17232063755756
15998,222.70310316964589,43.19882505654271
15999,224.65325083685036,43.195991953688896
16000,226.71958826356956,43.14636814818813
16001,228.80211212711927,43.15170940584865
16002,230.816574480345,43.148428075831525
16003,232.6227615366761,43.198175049410494
16004,234.8960702836597,43.18924445523166
16005,236.67547229980747,43.184133360035766
16006,238.87575501016101,43.1513294485711
16007,240.98050930562806,43.203664544680535
16008,242.90786055321382,43.14408378216537
16009,245.0350625572984,43.17319060456043
16010,247.0252791340886,43.212964328306505
16011,248.81628954123576,43.186023466307695
16012,250.9136592245286,43.15938929038094
16162,200.77386995463735,44.66604848471296
16163,202.84207082822854,44.62869125634668
16164,204.30909617779747,44.69447637299113
16165,206.9922170267478,44.71127839084374
16166,209.09815989316783,44.67246494316625
16167,211.17410942926514,44.684126430646195
16168,213.17346149830092,44.67856190862535
16169,215.22846327984345,44.65728458827775
16170,217.3144102511912,44.677268653062086
16171,219.4339047915838,44.66147588835769
16172,221.39294368056355,44.661343671799976
16173,223.69241735407903,44.67712805992782
16174,225.46923330932583,44.674415612155215
16175,227.82229233211547,44.64232758199106
16176,229.91997973295938,44.70245867641934
16177,231.94660552653076,44.68661265417119
16178,233.99149046622324,44.652900493961475
16179,235.97914056229962,44.67425695119222
16180,237.95083411081845,44.66985386273734
16181,240.18962056126367,44.64060866313253
16182,242.31091829647121,44.66613271315247
16183,244.3800921751051,44.677402417980204
16184,246.48501487958816,44.67916217116533
16185,248.40194118809615,44.681492167406674
16186,249.75424425553805,44.62872502919001
16821,213.82812825164513,51.765295883739164
16822,214.50892504653507,51.75588722637702
16972,213.7385105706257,52.14813472551097
16973,215.37443913982855,52.09270659471533
